magazine,issue_id,type,detail,work,field,value,fixed,note
kirara-max,kirara-max-2018-01,cover_count,0 作,ご注文はうさぎですか?,is_cover,TRUE,OK,「Dear My Sister」絶賛上映中！にかかって取得漏れ
kirara-max,kirara-max-2018-06,center_count,3 作,私を球場に連れてって!,is_center,TRUE,OK,表記揺れで「球場へ」となっていて取得漏れ
kirara-max,kirara-max-2018-11,center_count,5 作,,,,OK,センターカラーの『旅する海とアトリエ』２話掲載のため問題なし
kirara-max,kirara-max-2019-02,cover_count,0 作,ご注文はうさぎですか?,is_cover,TRUE,OK,表紙の表記がない
kirara-max,kirara-max-2019-02,center_count,5 作,ご注文はうさぎですか?,is_center,FALSE,OK,ごちうさは巻頭カラーでセンターからではないのが実態（掲載順１番）
kirara-max,kirara-max-2019-03,cover_count,0 作,ステラのまほう,is_cover,TRUE,OK,表紙の表記がない
kirara-max,kirara-max-2019-03,center_count,5 作,ステラのまほう,is_center,FALSE,OK,ステラのまほうは巻頭カラーでセンターからではないのが実態（掲載順１番）
kirara-max,kirara-max-2019-04,cover_count,0 作,ぼっち・ざ・ろっく!,is_cover,TRUE,OK,表紙の表記がない
kirara-max,kirara-max-2019-04,center_count,5 作,ぼっち・ざ・ろっく!,is_center,FALSE,OK,ぼっち・ざ・ろっく!は巻頭カラーでセンターからではないのが実態（掲載順１番）
kirara-max,kirara-max-2019-05,center_count,5 作,,,,OK,センターカラーの『ハルメタルドールズ!』２話掲載のため問題なし
kirara-max,kirara-max-2019-11,cover_count,2 作,,,,OK,次回予告分までラインアップに入ってしまっているため対応
kirara-max,kirara-max-2019-11,top_count,2 作,,,,OK,次回予告分までラインアップに入ってしまっているため対応
kirara-max,kirara-max-2019-11,center_count,5 作,初恋*れ~るとりっぷ,delete,23,OK,次回予告分までラインアップに入ってしまっているため対応
kirara-max,kirara-max-2019-11,center_count,5 作,いのち短し善せよ乙女,delete,24,OK,次回予告分までラインアップに入ってしまっているため対応
kirara-max,kirara-max-2019-11,center_count,5 作,ご注文はうさぎですか?,delete,25,OK,次回予告分までラインアップに入ってしまっているため対応
kirara-max,kirara-max-2019-11,center_count,5 作,きんいろモザイク,delete,26,OK,次回予告分までラインアップに入ってしまっているため対応
kirara-max,kirara-max-2019-11,center_count,5 作,私を球場に連れてって!,delete,27,OK,次回予告分までラインアップに入ってしまっているため対応
kirara-max,kirara-max-2020-01,center_count,5 作,,,,OK,センターカラーの『ホレンテ島の魔法使い』２話掲載のため問題なし
kirara-max,kirara-max-2020-06,cover_count,0 作,こみっくがーるず・,is_cover,TRUE,OK,表記揺れで末尾に・が入ってしまっているため対応
kirara-max,kirara-max-2020-06,cover_count,0 作,こみっくがーるず・,is_top,TRUE,OK,表記揺れで末尾に・が入ってしまっているため対応
kirara-max,kirara-max-2020-11,center_count,2 作,こみっくがーるず・,is_center,TRUE,OK,表記揺れで末尾に・が入ってしまっているため対応
kirara-max,kirara-max-2020-11,center_count,2 作,きんいろモザイクBest wishes.,is_center,TRUE,OK,表記揺れできんいろモザイク Best wishes.とスペースが入ってしまっているため取得漏れ
kirara-max,kirara-max-2021-03,center_count,3 作,きんいろモザイクBest wishes.,is_center,TRUE,OK,表記揺れできんいろモザイク Best wishes.とスペースが入ってしまっているため取得漏れ
kirara-max,kirara-max-2021-05,cover_count,0 作,きんいろモザイクBest wishes.,is_cover,TRUE,OK,表記揺れできんいろモザイク Best wishes.とスペースが入ってしまっているため取得漏れ
kirara-max,kirara-max-2021-05,center_count,3 作,こみっくがーるず・,is_center,TRUE,OK,表記揺れで末尾に・が入ってしまっているため対応
kirara-max,kirara-max-2021-09,center_count,3 作,お嬢様のVな事情,is_center,TRUE,OK,表記揺れで「お姉様のVな事情」となっていて取得漏れ
kirara-max,kirara-max-2022-01,center_count,3 作,私、異世界で奴隷にされちゃいました(泣)しかもご主人様は性格の悪いエルフの女王様(でも超美人←ここ大事)無能すぎて罵られまくるけど同僚のオークが癒やし系だし里のエルフは可愛いし結構楽しんでる私です。,is_center,TRUE,OK,表記揺れと推定
kirara-max,kirara-max-2022-09,center_count,3 作,おきゅいん!,is_center,TRUE,OK,前号の予告から推測
kirara-max,kirara-max-2022-11,center_count,3 作,,,,OK,情報なしのため不明
kirara-max,kirara-max-2024-11,cover_count,2 作,ご注文はうさぎですか?,is_cover,TRUE,OK,ごちうさぼざろコラボ表紙のため
kirara-max,kirara-max-2024-11,cover_count,2 作,ぼっち・ざ・ろっく!,is_cover,TRUE,OK,ごちうさぼざろコラボ表紙のため
kirara-max,kirara-max-2025-03,center_count,3 作,追放令嬢は技能実習生になりました。~アーシャさまは野菜畑から逃げ出したい~,is_center,TRUE,OK,表記揺れで後半の記載がない
kirara-miracle,kirara-miracle-2013-06,cover_count,1 作,夜森の国のソラニ,is_cover,FALSE,OK,取得誤り
kirara-miracle,kirara-miracle-2013-06,cover_count,1 作,Good night! angel,is_cover,TRUE,OK,表記揺れで「A」が大文字小文字の差異があり取得漏れ
kirara-miracle,kirara-miracle-2013-06,center_count,3 作,Good night! angel,is_center,TRUE,OK,表記揺れで「A」が大文字小文字の差異があり取得漏れ
kirara-miracle,kirara-miracle-2016-04,center_count,3 作,やさしい新説死霊術,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-05,cover_count,2 作,,,OK,表紙のうらら迷路帖２話掲載のため問題なし,
kirara-miracle,kirara-miracle-2016-05,top_count,2 作,,,OK,巻頭カラーのうらら迷路帖２話掲載のため問題なし,
kirara-miracle,kirara-miracle-2016-05,center_count,2 作,ビビッド・モンスターズ・クロニクル,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-05,center_count,2 作,魔王城のお姫様,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-06,center_count,2 作,幸腹グラフィティ,is_center,TRUE,OK,取得漏れ理由不明
